序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期后区开奖号,是否正确,正确的球,正确率
3008,25130,倒数4期两球组合,50,最后1名,1 3,25131,9 12,否,,0%
3009,25130,倒数5期两球组合,50,第1名,4,25131,9 12,否,,0%
3010,25130,倒数5期两球组合,50,最后1名,10,25131,9 12,否,,0%
3011,25130,最新一期两球组合,30,第1名,9,25131,9 12,是,9,100.0%
3012,25130,最新一期两球组合,30,最后1名,8,25131,9 12,否,,0%
3013,25130,倒数2期两球组合,30,第1名,6,25131,9 12,否,,0%
3014,25130,倒数2期两球组合,30,最后1名,12,25131,9 12,是,12,100.0%
3015,25130,倒数3期两球组合,30,第1名,6,25131,9 12,否,,0%
3016,25130,倒数3期两球组合,30,最后1名,4 8,25131,9 12,否,,0%
3017,25130,倒数4期两球组合,30,第1名,6,25131,9 12,否,,0%
3018,25130,倒数4期两球组合,30,最后1名,12,25131,9 12,是,12,100.0%
3019,25130,倒数5期两球组合,30,第1名,11,25131,9 12,否,,0%
3020,25130,倒数5期两球组合,30,最后1名,5 7,25131,9 12,否,,0%
3021,25130,最新一期两球组合,20,第1名,11,25131,9 12,否,,0%
3022,25130,最新一期两球组合,20,最后1名,4 8,25131,9 12,否,,0%
3023,25130,倒数2期两球组合,20,第1名,6,25131,9 12,否,,0%
3024,25130,倒数2期两球组合,20,最后1名,4 12,25131,9 12,是,12,50.0%
3025,25130,倒数3期两球组合,20,第1名,12,25131,9 12,是,12,100.0%
3026,25130,倒数3期两球组合,20,最后1名,10,25131,9 12,否,,0%
3027,25130,倒数4期两球组合,20,第1名,6,25131,9 12,否,,0%
3028,25130,倒数4期两球组合,20,最后1名,1 4 11 12,25131,9 12,是,12,25.0%
3029,25130,倒数5期两球组合,20,第1名,6,25131,9 12,否,,0%
3030,25130,倒数5期两球组合,20,最后1名,7 9,25131,9 12,是,9,50.0%
3031,25130,最新一期两球组合,10,第1名,2 12,25131,9 12,是,12,50.0%
3032,25130,最新一期两球组合,10,最后1名,4 8 10,25131,9 12,否,,0%
3033,25130,倒数2期两球组合,10,第1名,6,25131,9 12,否,,0%
3034,25130,倒数2期两球组合,10,最后1名,12,25131,9 12,是,12,100.0%
3035,25130,倒数3期两球组合,10,第1名,12,25131,9 12,是,12,100.0%
3036,25130,倒数3期两球组合,10,最后1名,4,25131,9 12,否,,0%
3037,25130,倒数4期两球组合,10,第1名,3,25131,9 12,否,,0%
3038,25130,倒数4期两球组合,10,最后1名,12,25131,9 12,是,12,100.0%
3039,25130,倒数5期两球组合,10,第1名,4,25131,9 12,否,,0%
3040,25130,倒数5期两球组合,10,最后1名,12,25131,9 12,是,12,100.0%
3041,25129,最新一期两球组合,50,第1名,7,25130,2 11,否,,0%
3042,25129,最新一期两球组合,50,最后1名,1 6 10,25130,2 11,否,,0%
3043,25129,倒数2期两球组合,50,第1名,4,25130,2 11,否,,0%
3044,25129,倒数2期两球组合,50,最后1名,10 12,25130,2 11,否,,0%
3045,25129,倒数3期两球组合,50,第1名,8,25130,2 11,否,,0%
3046,25129,倒数3期两球组合,50,最后1名,3 5 11,25130,2 11,是,11,33.3%
3047,25129,倒数4期两球组合,50,第1名,4,25130,2 11,否,,0%
3048,25129,倒数4期两球组合,50,最后1名,1,25130,2 11,否,,0%
3049,25129,倒数5期两球组合,50,第1名,3 9,25130,2 11,否,,0%
3050,25129,倒数5期两球组合,50,最后1名,5,25130,2 11,否,,0%
3051,25129,最新一期两球组合,30,第1名,2,25130,2 11,是,2,100.0%
3052,25129,最新一期两球组合,30,最后1名,5 9,25130,2 11,否,,0%
3053,25129,倒数2期两球组合,30,第1名,4,25130,2 11,否,,0%
3054,25129,倒数2期两球组合,30,最后1名,11,25130,2 11,是,11,100.0%
3055,25129,倒数3期两球组合,30,第1名,6,25130,2 11,否,,0%
3056,25129,倒数3期两球组合,30,最后1名,3 5 11,25130,2 11,是,11,33.3%
3057,25129,倒数4期两球组合,30,第1名,11,25130,2 11,是,11,100.0%
3058,25129,倒数4期两球组合,30,最后1名,5,25130,2 11,否,,0%
3059,25129,倒数5期两球组合,30,第1名,4,25130,2 11,否,,0%
3060,25129,倒数5期两球组合,30,最后1名,10,25130,2 11,否,,0%
3061,25129,最新一期两球组合,20,第1名,11,25130,2 11,是,11,100.0%
3062,25129,最新一期两球组合,20,最后1名,9,25130,2 11,否,,0%
3063,25129,倒数2期两球组合,20,第1名,10,25130,2 11,否,,0%
3064,25129,倒数2期两球组合,20,最后1名,11 12,25130,2 11,是,11,50.0%
3065,25129,倒数3期两球组合,20,第1名,6,25130,2 11,否,,0%
3066,25129,倒数3期两球组合,20,最后1名,3 11,25130,2 11,是,11,50.0%
3067,25129,倒数4期两球组合,20,第1名,11,25130,2 11,是,11,100.0%
3068,25129,倒数4期两球组合,20,最后1名,5,25130,2 11,否,,0%
3069,25129,倒数5期两球组合,20,第1名,3,25130,2 11,否,,0%
3070,25129,倒数5期两球组合,20,最后1名,7 9,25130,2 11,否,,0%
3071,25129,最新一期两球组合,10,第1名,11 12,25130,2 11,是,11,50.0%
3072,25129,最新一期两球组合,10,最后1名,8 9 10,25130,2 11,否,,0%
3073,25129,倒数2期两球组合,10,第1名,4,25130,2 11,否,,0%
3074,25129,倒数2期两球组合,10,最后1名,9,25130,2 11,否,,0%
3075,25129,倒数3期两球组合,10,第1名,1,25130,2 11,否,,0%
3076,25129,倒数3期两球组合,10,最后1名,5 11,25130,2 11,是,11,50.0%
3077,25129,倒数4期两球组合,10,第1名,6 12,25130,2 11,否,,0%
3078,25129,倒数4期两球组合,10,最后1名,3 5 11,25130,2 11,是,11,33.3%
3079,25129,倒数5期两球组合,10,第1名,5,25130,2 11,否,,0%
3080,25129,倒数5期两球组合,10,最后1名,7,25130,2 11,否,,0%
3081,25128,最新一期两球组合,50,第1名,4,25129,2 4,是,4,100.0%
3082,25128,最新一期两球组合,50,最后1名,5,25129,2 4,否,,0%
3083,25128,倒数2期两球组合,50,第1名,11,25129,2 4,否,,0%
3084,25128,倒数2期两球组合,50,最后1名,9,25129,2 4,否,,0%
3085,25128,倒数3期两球组合,50,第1名,10,25129,2 4,否,,0%
3086,25128,倒数3期两球组合,50,最后1名,2,25129,2 4,是,2,100.0%
3087,25128,倒数4期两球组合,50,第1名,6,25129,2 4,否,,0%
3088,25128,倒数4期两球组合,50,最后1名,2 10,25129,2 4,是,2,50.0%
3089,25128,倒数5期两球组合,50,第1名,4,25129,2 4,是,4,100.0%
3090,25128,倒数5期两球组合,50,最后1名,5,25129,2 4,否,,0%
3091,25128,最新一期两球组合,30,第1名,4,25129,2 4,是,4,100.0%
3092,25128,最新一期两球组合,30,最后1名,5,25129,2 4,否,,0%
3093,25128,倒数2期两球组合,30,第1名,4,25129,2 4,是,4,100.0%
3094,25128,倒数2期两球组合,30,最后1名,2,25129,2 4,是,2,100.0%
3095,25128,倒数3期两球组合,30,第1名,3,25129,2 4,否,,0%
3096,25128,倒数3期两球组合,30,最后1名,5 9,25129,2 4,否,,0%
3097,25128,倒数4期两球组合,30,第1名,3,25129,2 4,否,,0%
3098,25128,倒数4期两球组合,30,最后1名,2 10,25129,2 4,是,2,50.0%
3099,25128,倒数5期两球组合,30,第1名,4 7 8,25129,2 4,是,4,33.3%
3100,25128,倒数5期两球组合,30,最后1名,3,25129,2 4,否,,0%
3101,25128,最新一期两球组合,20,第1名,12,25129,2 4,否,,0%
3102,25128,最新一期两球组合,20,最后1名,5 7,25129,2 4,否,,0%
3103,25128,倒数2期两球组合,20,第1名,7 11,25129,2 4,否,,0%
3104,25128,倒数2期两球组合,20,最后1名,2 8,25129,2 4,是,2,50.0%
3105,25128,倒数3期两球组合,20,第1名,3,25129,2 4,否,,0%
3106,25128,倒数3期两球组合,20,最后1名,5,25129,2 4,否,,0%
3107,25128,倒数4期两球组合,20,第1名,12,25129,2 4,否,,0%
3108,25128,倒数4期两球组合,20,最后1名,2 10,25129,2 4,是,2,50.0%
3109,25128,倒数5期两球组合,20,第1名,8 9 10,25129,2 4,否,,0%
3110,25128,倒数5期两球组合,20,最后1名,4,25129,2 4,是,4,100.0%
3111,25128,最新一期两球组合,10,第1名,8,25129,2 4,否,,0%
3112,25128,最新一期两球组合,10,最后1名,2 3 5 7,25129,2 4,是,2,25.0%
3113,25128,倒数2期两球组合,10,第1名,4,25129,2 4,是,4,100.0%
3114,25128,倒数2期两球组合,10,最后1名,2 8,25129,2 4,是,2,50.0%
3115,25128,倒数3期两球组合,10,第1名,2,25129,2 4,是,2,100.0%
3116,25128,倒数3期两球组合,10,最后1名,5 9 10,25129,2 4,否,,0%
3117,25128,倒数4期两球组合,10,第1名,9,25129,2 4,否,,0%
3118,25128,倒数4期两球组合,10,最后1名,2,25129,2 4,是,2,100.0%
3119,25128,倒数5期两球组合,10,第1名,10,25129,2 4,否,,0%
3120,25128,倒数5期两球组合,10,最后1名,2,25129,2 4,是,2,100.0%
3121,25127,最新一期两球组合,50,第1名,10,25128,12 11,否,,0%
3122,25127,最新一期两球组合,50,最后1名,2 7 8,25128,12 11,否,,0%
3123,25127,倒数2期两球组合,50,第1名,9,25128,12 11,否,,0%
3124,25127,倒数2期两球组合,50,最后1名,7,25128,12 11,否,,0%
3125,25127,倒数3期两球组合,50,第1名,3,25128,12 11,否,,0%
3126,25127,倒数3期两球组合,50,最后1名,1 10,25128,12 11,否,,0%
3127,25127,倒数4期两球组合,50,第1名,3,25128,12 11,否,,0%
3128,25127,倒数4期两球组合,50,最后1名,5 8,25128,12 11,否,,0%
3129,25127,倒数5期两球组合,50,第1名,6,25128,12 11,否,,0%
3130,25127,倒数5期两球组合,50,最后1名,4 7,25128,12 11,否,,0%
3131,25127,最新一期两球组合,30,第1名,12,25128,12 11,是,12,100.0%
3132,25127,最新一期两球组合,30,最后1名,3,25128,12 11,否,,0%
3133,25127,倒数2期两球组合,30,第1名,8,25128,12 11,否,,0%
3134,25127,倒数2期两球组合,30,最后1名,12,25128,12 11,是,12,100.0%
3135,25127,倒数3期两球组合,30,第1名,3,25128,12 11,否,,0%
3136,25127,倒数3期两球组合,30,最后1名,6,25128,12 11,否,,0%
3137,25127,倒数4期两球组合,30,第1名,3,25128,12 11,否,,0%
3138,25127,倒数4期两球组合,30,最后1名,5 8 10,25128,12 11,否,,0%
3139,25127,倒数5期两球组合,30,第1名,2,25128,12 11,否,,0%
3140,25127,倒数5期两球组合,30,最后1名,3 4 8,25128,12 11,否,,0%
3141,25127,最新一期两球组合,20,第1名,4,25128,12 11,否,,0%
3142,25127,最新一期两球组合,20,最后1名,2 6 10,25128,12 11,否,,0%
3143,25127,倒数2期两球组合,20,第1名,9,25128,12 11,否,,0%
3144,25127,倒数2期两球组合,20,最后1名,3,25128,12 11,否,,0%
3145,25127,倒数3期两球组合,20,第1名,1 12,25128,12 11,是,12,50.0%
3146,25127,倒数3期两球组合,20,最后1名,6,25128,12 11,否,,0%
3147,25127,倒数4期两球组合,20,第1名,6,25128,12 11,否,,0%
3148,25127,倒数4期两球组合,20,最后1名,8 10 11,25128,12 11,是,11,33.3%
3149,25127,倒数5期两球组合,20,第1名,2,25128,12 11,否,,0%
3150,25127,倒数5期两球组合,20,最后1名,3,25128,12 11,否,,0%
3151,25127,最新一期两球组合,10,第1名,8,25128,12 11,否,,0%
3152,25127,最新一期两球组合,10,最后1名,2 5,25128,12 11,否,,0%
3153,25127,倒数2期两球组合,10,第1名,4,25128,12 11,否,,0%
3154,25127,倒数2期两球组合,10,最后1名,3,25128,12 11,否,,0%
3155,25127,倒数3期两球组合,10,第1名,7,25128,12 11,否,,0%
3156,25127,倒数3期两球组合,10,最后1名,2 3 6,25128,12 11,否,,0%
3157,25127,倒数4期两球组合,10,第1名,6,25128,12 11,否,,0%
3158,25127,倒数4期两球组合,10,最后1名,8,25128,12 11,否,,0%
3159,25127,倒数5期两球组合,10,第1名,8,25128,12 11,否,,0%
3160,25127,倒数5期两球组合,10,最后1名,3,25128,12 11,否,,0%
3161,25126,最新一期两球组合,50,第1名,1,25127,5 8,否,,0%
3162,25126,最新一期两球组合,50,最后1名,5,25127,5 8,是,5,100.0%
3163,25126,倒数2期两球组合,50,第1名,4,25127,5 8,否,,0%
3164,25126,倒数2期两球组合,50,最后1名,6 7,25127,5 8,否,,0%
3165,25126,倒数3期两球组合,50,第1名,1 10,25127,5 8,否,,0%
3166,25126,倒数3期两球组合,50,最后1名,9,25127,5 8,否,,0%
3167,25126,倒数4期两球组合,50,第1名,11,25127,5 8,否,,0%
3168,25126,倒数4期两球组合,50,最后1名,1 3,25127,5 8,否,,0%
3169,25126,倒数5期两球组合,50,第1名,11,25127,5 8,否,,0%
3170,25126,倒数5期两球组合,50,最后1名,12,25127,5 8,否,,0%
3171,25126,最新一期两球组合,30,第1名,12,25127,5 8,否,,0%
3172,25126,最新一期两球组合,30,最后1名,5,25127,5 8,是,5,100.0%
3173,25126,倒数2期两球组合,30,第1名,7,25127,5 8,否,,0%
3174,25126,倒数2期两球组合,30,最后1名,3,25127,5 8,否,,0%
3175,25126,倒数3期两球组合,30,第1名,3,25127,5 8,否,,0%
3176,25126,倒数3期两球组合,30,最后1名,2 7 12,25127,5 8,否,,0%
3177,25126,倒数4期两球组合,30,第1名,12,25127,5 8,否,,0%
3178,25126,倒数4期两球组合,30,最后1名,1,25127,5 8,否,,0%
3179,25126,倒数5期两球组合,30,第1名,6,25127,5 8,否,,0%
3180,25126,倒数5期两球组合,30,最后1名,5 8 12,25127,5 8,是,5 8,66.7%
3181,25126,最新一期两球组合,20,第1名,7,25127,5 8,否,,0%
3182,25126,最新一期两球组合,20,最后1名,4 5 6 8 12,25127,5 8,是,5 8,40.0%
3183,25126,倒数2期两球组合,20,第1名,4,25127,5 8,否,,0%
3184,25126,倒数2期两球组合,20,最后1名,3 8,25127,5 8,是,8,50.0%
3185,25126,倒数3期两球组合,20,第1名,3,25127,5 8,否,,0%
3186,25126,倒数3期两球组合,20,最后1名,2,25127,5 8,否,,0%
3187,25126,倒数4期两球组合,20,第1名,12,25127,5 8,否,,0%
3188,25126,倒数4期两球组合,20,最后1名,3,25127,5 8,否,,0%
3189,25126,倒数5期两球组合,20,第1名,2 6,25127,5 8,否,,0%
3190,25126,倒数5期两球组合,20,最后1名,11,25127,5 8,否,,0%
3191,25126,最新一期两球组合,10,第1名,1,25127,5 8,否,,0%
3192,25126,最新一期两球组合,10,最后1名,4 6 9 11,25127,5 8,否,,0%
3193,25126,倒数2期两球组合,10,第1名,7,25127,5 8,否,,0%
3194,25126,倒数2期两球组合,10,最后1名,6,25127,5 8,否,,0%
3195,25126,倒数3期两球组合,10,第1名,4,25127,5 8,否,,0%
3196,25126,倒数3期两球组合,10,最后1名,2 12,25127,5 8,否,,0%
3197,25126,倒数4期两球组合,10,第1名,1,25127,5 8,否,,0%
3198,25126,倒数4期两球组合,10,最后1名,3,25127,5 8,否,,0%
3199,25126,倒数5期两球组合,10,第1名,5,25127,5 8,是,5,100.0%
3200,25126,倒数5期两球组合,10,最后1名,8 11,25127,5 8,是,8,50.0%
3201,25125,最新一期两球组合,50,第1名,1,25126,6 7,否,,0%
3202,25125,最新一期两球组合,50,最后1名,9 12,25126,6 7,否,,0%
3203,25125,倒数2期两球组合,50,第1名,8 9,25126,6 7,否,,0%
3204,25125,倒数2期两球组合,50,最后1名,5,25126,6 7,否,,0%
3205,25125,倒数3期两球组合,50,第1名,11,25126,6 7,否,,0%
3206,25125,倒数3期两球组合,50,最后1名,1 2,25126,6 7,否,,0%
3207,25125,倒数4期两球组合,50,第1名,5,25126,6 7,否,,0%
3208,25125,倒数4期两球组合,50,最后1名,7,25126,6 7,是,7,100.0%
3209,25125,倒数5期两球组合,50,第1名,2,25126,6 7,否,,0%
3210,25125,倒数5期两球组合,50,最后1名,7,25126,6 7,是,7,100.0%
3211,25125,最新一期两球组合,30,第1名,1,25126,6 7,否,,0%
3212,25125,最新一期两球组合,30,最后1名,2 6,25126,6 7,是,6,50.0%
3213,25125,倒数2期两球组合,30,第1名,2,25126,6 7,否,,0%
3214,25125,倒数2期两球组合,30,最后1名,11,25126,6 7,否,,0%
3215,25125,倒数3期两球组合,30,第1名,11,25126,6 7,否,,0%
3216,25125,倒数3期两球组合,30,最后1名,1 2 7,25126,6 7,是,7,33.3%
3217,25125,倒数4期两球组合,30,第1名,5,25126,6 7,否,,0%
3218,25125,倒数4期两球组合,30,最后1名,1 2,25126,6 7,否,,0%
3219,25125,倒数5期两球组合,30,第1名,8,25126,6 7,否,,0%
3220,25125,倒数5期两球组合,30,最后1名,7,25126,6 7,是,7,100.0%
3221,25125,最新一期两球组合,20,第1名,1,25126,6 7,否,,0%
3222,25125,最新一期两球组合,20,最后1名,2,25126,6 7,否,,0%
3223,25125,倒数2期两球组合,20,第1名,2,25126,6 7,否,,0%
3224,25125,倒数2期两球组合,20,最后1名,7 10 11,25126,6 7,是,7,33.3%
3225,25125,倒数3期两球组合,20,第1名,11,25126,6 7,否,,0%
3226,25125,倒数3期两球组合,20,最后1名,7 10 12,25126,6 7,是,7,33.3%
3227,25125,倒数4期两球组合,20,第1名,5,25126,6 7,否,,0%
3228,25125,倒数4期两球组合,20,最后1名,7,25126,6 7,是,7,100.0%
3229,25125,倒数5期两球组合,20,第1名,5,25126,6 7,否,,0%
3230,25125,倒数5期两球组合,20,最后1名,8 10,25126,6 7,否,,0%
3231,25125,最新一期两球组合,10,第1名,1,25126,6 7,否,,0%
3232,25125,最新一期两球组合,10,最后1名,4 6 8,25126,6 7,是,6,33.3%
3233,25125,倒数2期两球组合,10,第1名,2,25126,6 7,否,,0%
3234,25125,倒数2期两球组合,10,最后1名,4,25126,6 7,否,,0%
3235,25125,倒数3期两球组合,10,第1名,11,25126,6 7,否,,0%
3236,25125,倒数3期两球组合,10,最后1名,7,25126,6 7,是,7,100.0%
3237,25125,倒数4期两球组合,10,第1名,5,25126,6 7,否,,0%
3238,25125,倒数4期两球组合,10,最后1名,7,25126,6 7,是,7,100.0%
3239,25125,倒数5期两球组合,10,第1名,12,25126,6 7,否,,0%
3240,25125,倒数5期两球组合,10,最后1名,3 4,25126,6 7,否,,0%
3241,25124,最新一期两球组合,50,第1名,12,25125,4 11,否,,0%
3242,25124,最新一期两球组合,50,最后1名,10,25125,4 11,否,,0%
3243,25124,倒数2期两球组合,50,第1名,8,25125,4 11,否,,0%
3244,25124,倒数2期两球组合,50,最后1名,6,25125,4 11,否,,0%
3245,25124,倒数3期两球组合,50,第1名,5,25125,4 11,否,,0%
3246,25124,倒数3期两球组合,50,最后1名,7 8,25125,4 11,否,,0%
3247,25124,倒数4期两球组合,50,第1名,2,25125,4 11,否,,0%
3248,25124,倒数4期两球组合,50,最后1名,5 11,25125,4 11,是,11,50.0%
3249,25124,倒数5期两球组合,50,第1名,12,25125,4 11,否,,0%
3250,25124,倒数5期两球组合,50,最后1名,1,25125,4 11,否,,0%
3251,25124,最新一期两球组合,30,第1名,4,25125,4 11,是,4,100.0%
3252,25124,最新一期两球组合,30,最后1名,7 11,25125,4 11,是,11,50.0%
3253,25124,倒数2期两球组合,30,第1名,1,25125,4 11,否,,0%
3254,25124,倒数2期两球组合,30,最后1名,4 11,25125,4 11,是,4 11,100.0%
3255,25124,倒数3期两球组合,30,第1名,5,25125,4 11,否,,0%
3256,25124,倒数3期两球组合,30,最后1名,8,25125,4 11,否,,0%
3257,25124,倒数4期两球组合,30,第1名,3,25125,4 11,否,,0%
3258,25124,倒数4期两球组合,30,最后1名,5,25125,4 11,否,,0%
3259,25124,倒数5期两球组合,30,第1名,12,25125,4 11,否,,0%
3260,25124,倒数5期两球组合,30,最后1名,1,25125,4 11,否,,0%
3261,25124,最新一期两球组合,20,第1名,6,25125,4 11,否,,0%
3262,25124,最新一期两球组合,20,最后1名,7,25125,4 11,否,,0%
3263,25124,倒数2期两球组合,20,第1名,8,25125,4 11,否,,0%
3264,25124,倒数2期两球组合,20,最后1名,3 11,25125,4 11,是,11,50.0%
3265,25124,倒数3期两球组合,20,第1名,5,25125,4 11,否,,0%
3266,25124,倒数3期两球组合,20,最后1名,8 12,25125,4 11,否,,0%
3267,25124,倒数4期两球组合,20,第1名,2,25125,4 11,否,,0%
3268,25124,倒数4期两球组合,20,最后1名,9,25125,4 11,否,,0%
3269,25124,倒数5期两球组合,20,第1名,12,25125,4 11,否,,0%
3270,25124,倒数5期两球组合,20,最后1名,1 9,25125,4 11,否,,0%
3271,25124,最新一期两球组合,10,第1名,3,25125,4 11,否,,0%
3272,25124,最新一期两球组合,10,最后1名,8 10,25125,4 11,否,,0%
3273,25124,倒数2期两球组合,10,第1名,4,25125,4 11,是,4,100.0%
3274,25124,倒数2期两球组合,10,最后1名,7,25125,4 11,否,,0%
3275,25124,倒数3期两球组合,10,第1名,7 9,25125,4 11,否,,0%
3276,25124,倒数3期两球组合,10,最后1名,8 12,25125,4 11,否,,0%
3277,25124,倒数4期两球组合,10,第1名,12,25125,4 11,否,,0%
3278,25124,倒数4期两球组合,10,最后1名,6 10,25125,4 11,否,,0%
3279,25124,倒数5期两球组合,10,第1名,12,25125,4 11,否,,0%
3280,25124,倒数5期两球组合,10,最后1名,2 3 7,25125,4 11,否,,0%
3281,25123,最新一期两球组合,50,第1名,12,25124,8 9,否,,0%
3282,25123,最新一期两球组合,50,最后1名,8,25124,8 9,是,8,100.0%
3283,25123,倒数2期两球组合,50,第1名,11,25124,8 9,否,,0%
3284,25123,倒数2期两球组合,50,最后1名,9,25124,8 9,是,9,100.0%
3285,25123,倒数3期两球组合,50,第1名,11 12,25124,8 9,否,,0%
3286,25123,倒数3期两球组合,50,最后1名,1 4 8,25124,8 9,是,8,33.3%
3287,25123,倒数4期两球组合,50,第1名,1,25124,8 9,否,,0%
3288,25123,倒数4期两球组合,50,最后1名,11,25124,8 9,否,,0%
3289,25123,倒数5期两球组合,50,第1名,11,25124,8 9,否,,0%
3290,25123,倒数5期两球组合,50,最后1名,6,25124,8 9,否,,0%
3291,25123,最新一期两球组合,30,第1名,12,25124,8 9,否,,0%
3292,25123,最新一期两球组合,30,最后1名,8,25124,8 9,是,8,100.0%
3293,25123,倒数2期两球组合,30,第1名,9,25124,8 9,是,9,100.0%
3294,25123,倒数2期两球组合,30,最后1名,1 2,25124,8 9,否,,0%
3295,25123,倒数3期两球组合,30,第1名,12,25124,8 9,否,,0%
3296,25123,倒数3期两球组合,30,最后1名,8,25124,8 9,是,8,100.0%
3297,25123,倒数4期两球组合,30,第1名,2,25124,8 9,否,,0%
3298,25123,倒数4期两球组合,30,最后1名,11,25124,8 9,否,,0%
3299,25123,倒数5期两球组合,30,第1名,3,25124,8 9,否,,0%
3300,25123,倒数5期两球组合,30,最后1名,6,25124,8 9,否,,0%
3301,25123,最新一期两球组合,20,第1名,2,25124,8 9,否,,0%
3302,25123,最新一期两球组合,20,最后1名,1,25124,8 9,否,,0%
3303,25123,倒数2期两球组合,20,第1名,8,25124,8 9,是,8,100.0%
3304,25123,倒数2期两球组合,20,最后1名,7,25124,8 9,否,,0%
3305,25123,倒数3期两球组合,20,第1名,12,25124,8 9,否,,0%
3306,25123,倒数3期两球组合,20,最后1名,8,25124,8 9,是,8,100.0%
3307,25123,倒数4期两球组合,20,第1名,7,25124,8 9,否,,0%
3308,25123,倒数4期两球组合,20,最后1名,10 11,25124,8 9,否,,0%
3309,25123,倒数5期两球组合,20,第1名,3,25124,8 9,否,,0%
3310,25123,倒数5期两球组合,20,最后1名,6,25124,8 9,否,,0%
3311,25123,最新一期两球组合,10,第1名,2,25124,8 9,否,,0%
3312,25123,最新一期两球组合,10,最后1名,6,25124,8 9,否,,0%
3313,25123,倒数2期两球组合,10,第1名,12,25124,8 9,否,,0%
3314,25123,倒数2期两球组合,10,最后1名,2,25124,8 9,否,,0%
3315,25123,倒数3期两球组合,10,第1名,6,25124,8 9,否,,0%
3316,25123,倒数3期两球组合,10,最后1名,8,25124,8 9,是,8,100.0%
3317,25123,倒数4期两球组合,10,第1名,7,25124,8 9,否,,0%
3318,25123,倒数4期两球组合,10,最后1名,11,25124,8 9,否,,0%
3319,25123,倒数5期两球组合,10,第1名,2,25124,8 9,否,,0%
3320,25123,倒数5期两球组合,10,最后1名,4,25124,8 9,否,,0%
3321,25122,最新一期两球组合,50,第1名,3,25123,10 4,否,,0%
3322,25122,最新一期两球组合,50,最后1名,6,25123,10 4,否,,0%
3323,25122,倒数2期两球组合,50,第1名,5,25123,10 4,否,,0%
3324,25122,倒数2期两球组合,50,最后1名,12,25123,10 4,否,,0%
3325,25122,倒数3期两球组合,50,第1名,2,25123,10 4,否,,0%
3326,25122,倒数3期两球组合,50,最后1名,3 6,25123,10 4,否,,0%
3327,25122,倒数4期两球组合,50,第1名,8,25123,10 4,否,,0%
3328,25122,倒数4期两球组合,50,最后1名,12,25123,10 4,否,,0%
3329,25122,倒数5期两球组合,50,第1名,11,25123,10 4,否,,0%
3330,25122,倒数5期两球组合,50,最后1名,10 12,25123,10 4,是,10,50.0%
3331,25122,最新一期两球组合,30,第1名,9,25123,10 4,否,,0%
3332,25122,最新一期两球组合,30,最后1名,11,25123,10 4,否,,0%
3333,25122,倒数2期两球组合,30,第1名,10,25123,10 4,是,10,100.0%
3334,25122,倒数2期两球组合,30,最后1名,4 8 9,25123,10 4,是,4,33.3%
3335,25122,倒数3期两球组合,30,第1名,2 8 12,25123,10 4,否,,0%
3336,25122,倒数3期两球组合,30,最后1名,1,25123,10 4,否,,0%
3337,25122,倒数4期两球组合,30,第1名,8,25123,10 4,否,,0%
3338,25122,倒数4期两球组合,30,最后1名,12,25123,10 4,否,,0%
3339,25122,倒数5期两球组合,30,第1名,6,25123,10 4,否,,0%
3340,25122,倒数5期两球组合,30,最后1名,12,25123,10 4,否,,0%
3341,25122,最新一期两球组合,20,第1名,3,25123,10 4,否,,0%
3342,25122,最新一期两球组合,20,最后1名,9 11,25123,10 4,否,,0%
3343,25122,倒数2期两球组合,20,第1名,11,25123,10 4,否,,0%
3344,25122,倒数2期两球组合,20,最后1名,9,25123,10 4,否,,0%
3345,25122,倒数3期两球组合,20,第1名,4,25123,10 4,是,4,100.0%
3346,25122,倒数3期两球组合,20,最后1名,1,25123,10 4,否,,0%
3347,25122,倒数4期两球组合,20,第1名,8,25123,10 4,否,,0%
3348,25122,倒数4期两球组合,20,最后1名,10 12,25123,10 4,是,10,50.0%
3349,25122,倒数5期两球组合,20,第1名,3,25123,10 4,否,,0%
3350,25122,倒数5期两球组合,20,最后1名,7 11,25123,10 4,否,,0%
3351,25122,最新一期两球组合,10,第1名,3,25123,10 4,否,,0%
3352,25122,最新一期两球组合,10,最后1名,11,25123,10 4,否,,0%
3353,25122,倒数2期两球组合,10,第1名,10,25123,10 4,是,10,100.0%
3354,25122,倒数2期两球组合,10,最后1名,1 4 9,25123,10 4,是,4,33.3%
3355,25122,倒数3期两球组合,10,第1名,9,25123,10 4,否,,0%
3356,25122,倒数3期两球组合,10,最后1名,1,25123,10 4,否,,0%
3357,25122,倒数4期两球组合,10,第1名,3,25123,10 4,否,,0%
3358,25122,倒数4期两球组合,10,最后1名,4 10 12,25123,10 4,是,4 10,66.7%
3359,25122,倒数5期两球组合,10,第1名,3,25123,10 4,否,,0%
3360,25122,倒数5期两球组合,10,最后1名,5 9 11,25123,10 4,否,,0%
3361,25121,最新一期两球组合,50,第1名,5,25122,5 4,是,5,100.0%
3362,25121,最新一期两球组合,50,最后1名,1,25122,5 4,否,,0%
3363,25121,倒数2期两球组合,50,第1名,3,25122,5 4,否,,0%
3364,25121,倒数2期两球组合,50,最后1名,1 4 10 11,25122,5 4,是,4,25.0%
3365,25121,倒数3期两球组合,50,第1名,10,25122,5 4,否,,0%
3366,25121,倒数3期两球组合,50,最后1名,2 11 12,25122,5 4,否,,0%
