序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期前区开奖号,是否正确,正确的球,正确率
3647,25114,倒数4期两球组合,50,第1名,25,25115,3 21 12 35 14,否,,0%
3648,25114,倒数4期两球组合,50,最后1名,32,25115,3 21 12 35 14,否,,0%
3649,25114,倒数5期两球组合,50,第1名,32,25115,3 21 12 35 14,否,,0%
3650,25114,倒数5期两球组合,50,最后1名,7,25115,3 21 12 35 14,否,,0%
3651,25114,最新一期两球组合,30,第1名,20,25115,3 21 12 35 14,否,,0%
3652,25114,最新一期两球组合,30,最后1名,4,25115,3 21 12 35 14,否,,0%
3653,25114,倒数2期两球组合,30,第1名,9,25115,3 21 12 35 14,否,,0%
3654,25114,倒数2期两球组合,30,最后1名,22 33,25115,3 21 12 35 14,否,,0%
3655,25114,倒数3期两球组合,30,第1名,8,25115,3 21 12 35 14,否,,0%
3656,25114,倒数3期两球组合,30,最后1名,29 33,25115,3 21 12 35 14,否,,0%
3657,25114,倒数4期两球组合,30,第1名,3,25115,3 21 12 35 14,是,3,100.0%
3658,25114,倒数4期两球组合,30,最后1名,2,25115,3 21 12 35 14,否,,0%
3659,25114,倒数5期两球组合,30,第1名,12,25115,3 21 12 35 14,是,12,100.0%
3660,25114,倒数5期两球组合,30,最后1名,7 20,25115,3 21 12 35 14,否,,0%
3661,25114,最新一期两球组合,20,第1名,15,25115,3 21 12 35 14,否,,0%
3662,25114,最新一期两球组合,20,最后1名,5 11 2,25115,3 21 12 35 14,否,,0%
3663,25114,倒数2期两球组合,20,第1名,9,25115,3 21 12 35 14,否,,0%
3664,25114,倒数2期两球组合,20,最后1名,33 35 7,25115,3 21 12 35 14,是,35,33.3%
3665,25114,倒数3期两球组合,20,第1名,9,25115,3 21 12 35 14,否,,0%
3666,25114,倒数3期两球组合,20,最后1名,26 14 13,25115,3 21 12 35 14,是,14,33.3%
3667,25114,倒数4期两球组合,20,第1名,9,25115,3 21 12 35 14,否,,0%
3668,25114,倒数4期两球组合,20,最后1名,32 15 25,25115,3 21 12 35 14,否,,0%
3669,25114,倒数5期两球组合,20,第1名,12,25115,3 21 12 35 14,是,12,100.0%
3670,25114,倒数5期两球组合,20,最后1名,7 19 20 33 15 21 13 2,25115,3 21 12 35 14,是,21,12.5%
3671,25114,最新一期两球组合,10,第1名,21,25115,3 21 12 35 14,是,21,100.0%
3672,25114,最新一期两球组合,10,最后1名,2 17 19 24 16,25115,3 21 12 35 14,否,,0%
3673,25114,倒数2期两球组合,10,第1名,16,25115,3 21 12 35 14,否,,0%
3674,25114,倒数2期两球组合,10,最后1名,17,25115,3 21 12 35 14,否,,0%
3675,25114,倒数3期两球组合,10,第1名,8,25115,3 21 12 35 14,否,,0%
3676,25114,倒数3期两球组合,10,最后1名,29 7,25115,3 21 12 35 14,否,,0%
3677,25114,倒数4期两球组合,10,第1名,13,25115,3 21 12 35 14,否,,0%
3678,25114,倒数4期两球组合,10,最后1名,32,25115,3 21 12 35 14,否,,0%
3679,25114,倒数5期两球组合,10,第1名,9,25115,3 21 12 35 14,否,,0%
3680,25114,倒数5期两球组合,10,最后1名,7 20 19 21 2 11 14 31,25115,3 21 12 35 14,是,21 14,25.0%
3681,25113,最新一期两球组合,50,第1名,35,25114,16 12 8 3 9,否,,0%
3682,25113,最新一期两球组合,50,最后1名,14,25114,16 12 8 3 9,否,,0%
3683,25113,倒数2期两球组合,50,第1名,14,25114,16 12 8 3 9,否,,0%
3684,25113,倒数2期两球组合,50,最后1名,6,25114,16 12 8 3 9,否,,0%
3685,25113,倒数3期两球组合,50,第1名,18,25114,16 12 8 3 9,否,,0%
3686,25113,倒数3期两球组合,50,最后1名,29,25114,16 12 8 3 9,否,,0%
3687,25113,倒数4期两球组合,50,第1名,18,25114,16 12 8 3 9,否,,0%
3688,25113,倒数4期两球组合,50,最后1名,5 30 11,25114,16 12 8 3 9,否,,0%
3689,25113,倒数5期两球组合,50,第1名,9,25114,16 12 8 3 9,是,9,100.0%
3690,25113,倒数5期两球组合,50,最后1名,21,25114,16 12 8 3 9,否,,0%
3691,25113,最新一期两球组合,30,第1名,27,25114,16 12 8 3 9,否,,0%
3692,25113,最新一期两球组合,30,最后1名,5,25114,16 12 8 3 9,否,,0%
3693,25113,倒数2期两球组合,30,第1名,18,25114,16 12 8 3 9,否,,0%
3694,25113,倒数2期两球组合,30,最后1名,20 24,25114,16 12 8 3 9,否,,0%
3695,25113,倒数3期两球组合,30,第1名,14,25114,16 12 8 3 9,否,,0%
3696,25113,倒数3期两球组合,30,最后1名,4,25114,16 12 8 3 9,否,,0%
3697,25113,倒数4期两球组合,30,第1名,18,25114,16 12 8 3 9,否,,0%
3698,25113,倒数4期两球组合,30,最后1名,11,25114,16 12 8 3 9,否,,0%
3699,25113,倒数5期两球组合,30,第1名,28,25114,16 12 8 3 9,否,,0%
3700,25113,倒数5期两球组合,30,最后1名,27,25114,16 12 8 3 9,否,,0%
3701,25113,最新一期两球组合,20,第1名,27,25114,16 12 8 3 9,否,,0%
3702,25113,最新一期两球组合,20,最后1名,16,25114,16 12 8 3 9,是,16,100.0%
3703,25113,倒数2期两球组合,20,第1名,18,25114,16 12 8 3 9,否,,0%
3704,25113,倒数2期两球组合,20,最后1名,32 5 8 13 21 24,25114,16 12 8 3 9,是,8,16.7%
3705,25113,倒数3期两球组合,20,第1名,18,25114,16 12 8 3 9,否,,0%
3706,25113,倒数3期两球组合,20,最后1名,34,25114,16 12 8 3 9,否,,0%
3707,25113,倒数4期两球组合,20,第1名,14,25114,16 12 8 3 9,否,,0%
3708,25113,倒数4期两球组合,20,最后1名,30,25114,16 12 8 3 9,否,,0%
3709,25113,倒数5期两球组合,20,第1名,28,25114,16 12 8 3 9,否,,0%
3710,25113,倒数5期两球组合,20,最后1名,6 2 12 24 3,25114,16 12 8 3 9,是,12 3,40.0%
3711,25113,最新一期两球组合,10,第1名,26,25114,16 12 8 3 9,否,,0%
3712,25113,最新一期两球组合,10,最后1名,13,25114,16 12 8 3 9,否,,0%
3713,25113,倒数2期两球组合,10,第1名,18,25114,16 12 8 3 9,否,,0%
3714,25113,倒数2期两球组合,10,最后1名,24,25114,16 12 8 3 9,否,,0%
3715,25113,倒数3期两球组合,10,第1名,31,25114,16 12 8 3 9,否,,0%
3716,25113,倒数3期两球组合,10,最后1名,34 11 20 24 33,25114,16 12 8 3 9,否,,0%
3717,25113,倒数4期两球组合,10,第1名,14,25114,16 12 8 3 9,否,,0%
3718,25113,倒数4期两球组合,10,最后1名,20,25114,16 12 8 3 9,否,,0%
3719,25113,倒数5期两球组合,10,第1名,26,25114,16 12 8 3 9,否,,0%
3720,25113,倒数5期两球组合,10,最后1名,30 27 6 3 16,25114,16 12 8 3 9,是,3 16,40.0%
3721,25112,最新一期两球组合,50,第1名,7,25113,35 18 1 14 28,否,,0%
3722,25112,最新一期两球组合,50,最后1名,25,25113,35 18 1 14 28,否,,0%
3723,25112,倒数2期两球组合,50,第1名,4,25113,35 18 1 14 28,否,,0%
3724,25112,倒数2期两球组合,50,最后1名,27,25113,35 18 1 14 28,否,,0%
3725,25112,倒数3期两球组合,50,第1名,24,25113,35 18 1 14 28,否,,0%
3726,25112,倒数3期两球组合,50,最后1名,34,25113,35 18 1 14 28,否,,0%
3727,25112,倒数4期两球组合,50,第1名,16,25113,35 18 1 14 28,否,,0%
3728,25112,倒数4期两球组合,50,最后1名,29 20 11 3 4 27,25113,35 18 1 14 28,否,,0%
3729,25112,倒数5期两球组合,50,第1名,16,25113,35 18 1 14 28,否,,0%
3730,25112,倒数5期两球组合,50,最后1名,17,25113,35 18 1 14 28,否,,0%
3731,25112,最新一期两球组合,30,第1名,7,25113,35 18 1 14 28,否,,0%
3732,25112,最新一期两球组合,30,最后1名,35,25113,35 18 1 14 28,是,35,100.0%
3733,25112,倒数2期两球组合,30,第1名,21,25113,35 18 1 14 28,否,,0%
3734,25112,倒数2期两球组合,30,最后1名,33 27 22 26,25113,35 18 1 14 28,否,,0%
3735,25112,倒数3期两球组合,30,第1名,24,25113,35 18 1 14 28,否,,0%
3736,25112,倒数3期两球组合,30,最后1名,1 34 14 30,25113,35 18 1 14 28,是,1 14,50.0%
3737,25112,倒数4期两球组合,30,第1名,16,25113,35 18 1 14 28,否,,0%
3738,25112,倒数4期两球组合,30,最后1名,11 3,25113,35 18 1 14 28,否,,0%
3739,25112,倒数5期两球组合,30,第1名,24,25113,35 18 1 14 28,否,,0%
3740,25112,倒数5期两球组合,30,最后1名,5 17,25113,35 18 1 14 28,否,,0%
3741,25112,最新一期两球组合,20,第1名,1,25113,35 18 1 14 28,是,1,100.0%
3742,25112,最新一期两球组合,20,最后1名,17 6 25,25113,35 18 1 14 28,否,,0%
3743,25112,倒数2期两球组合,20,第1名,21,25113,35 18 1 14 28,否,,0%
3744,25112,倒数2期两球组合,20,最后1名,20 27 1,25113,35 18 1 14 28,是,1,33.3%
3745,25112,倒数3期两球组合,20,第1名,13,25113,35 18 1 14 28,否,,0%
3746,25112,倒数3期两球组合,20,最后1名,34,25113,35 18 1 14 28,否,,0%
3747,25112,倒数4期两球组合,20,第1名,1,25113,35 18 1 14 28,是,1,100.0%
3748,25112,倒数4期两球组合,20,最后1名,35,25113,35 18 1 14 28,是,35,100.0%
3749,25112,倒数5期两球组合,20,第1名,13,25113,35 18 1 14 28,否,,0%
3750,25112,倒数5期两球组合,20,最后1名,8 19 35,25113,35 18 1 14 28,是,35,33.3%
3751,25112,最新一期两球组合,10,第1名,2,25113,35 18 1 14 28,否,,0%
3752,25112,最新一期两球组合,10,最后1名,4 3,25113,35 18 1 14 28,否,,0%
3753,25112,倒数2期两球组合,10,第1名,21,25113,35 18 1 14 28,否,,0%
3754,25112,倒数2期两球组合,10,最后1名,33 27 15 29 17 32 11 28,25113,35 18 1 14 28,是,28,12.5%
3755,25112,倒数3期两球组合,10,第1名,3,25113,35 18 1 14 28,否,,0%
3756,25112,倒数3期两球组合,10,最后1名,1 26 7 14 9 32,25113,35 18 1 14 28,是,1 14,33.3%
3757,25112,倒数4期两球组合,10,第1名,21,25113,35 18 1 14 28,否,,0%
3758,25112,倒数4期两球组合,10,最后1名,35 22 34,25113,35 18 1 14 28,是,35,33.3%
3759,25112,倒数5期两球组合,10,第1名,21,25113,35 18 1 14 28,否,,0%
3760,25112,倒数5期两球组合,10,最后1名,29 27 11 14,25113,35 18 1 14 28,是,14,25.0%
3761,25111,最新一期两球组合,50,第1名,6,25112,23 3 21 4 24,否,,0%
3762,25111,最新一期两球组合,50,最后1名,29,25112,23 3 21 4 24,否,,0%
3763,25111,倒数2期两球组合,50,第1名,34,25112,23 3 21 4 24,否,,0%
3764,25111,倒数2期两球组合,50,最后1名,35 15,25112,23 3 21 4 24,否,,0%
3765,25111,倒数3期两球组合,50,第1名,21,25112,23 3 21 4 24,是,21,100.0%
3766,25111,倒数3期两球组合,50,最后1名,29 20,25112,23 3 21 4 24,否,,0%
3767,25111,倒数4期两球组合,50,第1名,21,25112,23 3 21 4 24,是,21,100.0%
3768,25111,倒数4期两球组合,50,最后1名,1,25112,23 3 21 4 24,否,,0%
3769,25111,倒数5期两球组合,50,第1名,14,25112,23 3 21 4 24,否,,0%
3770,25111,倒数5期两球组合,50,最后1名,20,25112,23 3 21 4 24,否,,0%
3771,25111,最新一期两球组合,30,第1名,9,25112,23 3 21 4 24,否,,0%
3772,25111,最新一期两球组合,30,最后1名,14,25112,23 3 21 4 24,否,,0%
3773,25111,倒数2期两球组合,30,第1名,33,25112,23 3 21 4 24,否,,0%
3774,25111,倒数2期两球组合,30,最后1名,29,25112,23 3 21 4 24,否,,0%
3775,25111,倒数3期两球组合,30,第1名,21,25112,23 3 21 4 24,是,21,100.0%
3776,25111,倒数3期两球组合,30,最后1名,33,25112,23 3 21 4 24,否,,0%
3777,25111,倒数4期两球组合,30,第1名,26,25112,23 3 21 4 24,否,,0%
3778,25111,倒数4期两球组合,30,最后1名,33 22,25112,23 3 21 4 24,否,,0%
3779,25111,倒数5期两球组合,30,第1名,25,25112,23 3 21 4 24,否,,0%
3780,25111,倒数5期两球组合,30,最后1名,17,25112,23 3 21 4 24,否,,0%
3781,25111,最新一期两球组合,20,第1名,24,25112,23 3 21 4 24,是,24,100.0%
3782,25111,最新一期两球组合,20,最后1名,32,25112,23 3 21 4 24,否,,0%
3783,25111,倒数2期两球组合,20,第1名,9,25112,23 3 21 4 24,否,,0%
3784,25111,倒数2期两球组合,20,最后1名,29 18 34 8 3 15,25112,23 3 21 4 24,是,3,16.7%
3785,25111,倒数3期两球组合,20,第1名,21,25112,23 3 21 4 24,是,21,100.0%
3786,25111,倒数3期两球组合,20,最后1名,15,25112,23 3 21 4 24,否,,0%
3787,25111,倒数4期两球组合,20,第1名,26,25112,23 3 21 4 24,否,,0%
3788,25111,倒数4期两球组合,20,最后1名,33,25112,23 3 21 4 24,否,,0%
3789,25111,倒数5期两球组合,20,第1名,26,25112,23 3 21 4 24,否,,0%
3790,25111,倒数5期两球组合,20,最后1名,20 18 29,25112,23 3 21 4 24,否,,0%
3791,25111,最新一期两球组合,10,第1名,5,25112,23 3 21 4 24,否,,0%
3792,25111,最新一期两球组合,10,最后1名,14 11,25112,23 3 21 4 24,否,,0%
3793,25111,倒数2期两球组合,10,第1名,2,25112,23 3 21 4 24,否,,0%
3794,25111,倒数2期两球组合,10,最后1名,15,25112,23 3 21 4 24,否,,0%
3795,25111,倒数3期两球组合,10,第1名,26,25112,23 3 21 4 24,否,,0%
3796,25111,倒数3期两球组合,10,最后1名,29 33 6 31 17 25 27 13,25112,23 3 21 4 24,否,,0%
3797,25111,倒数4期两球组合,10,第1名,2,25112,23 3 21 4 24,否,,0%
3798,25111,倒数4期两球组合,10,最后1名,23 33 1 4 19 16,25112,23 3 21 4 24,是,23 4,33.3%
3799,25111,倒数5期两球组合,10,第1名,26,25112,23 3 21 4 24,否,,0%
3800,25111,倒数5期两球组合,10,最后1名,20,25112,23 3 21 4 24,否,,0%
3801,25110,最新一期两球组合,50,第1名,3,25111,2 21 9 14 26,否,,0%
3802,25110,最新一期两球组合,50,最后1名,19,25111,2 21 9 14 26,否,,0%
3803,25110,倒数2期两球组合,50,第1名,15,25111,2 21 9 14 26,否,,0%
3804,25110,倒数2期两球组合,50,最后1名,16,25111,2 21 9 14 26,否,,0%
3805,25110,倒数3期两球组合,50,第1名,19,25111,2 21 9 14 26,否,,0%
3806,25110,倒数3期两球组合,50,最后1名,5 24,25111,2 21 9 14 26,否,,0%
3807,25110,倒数4期两球组合,50,第1名,5,25111,2 21 9 14 26,否,,0%
3808,25110,倒数4期两球组合,50,最后1名,6 3,25111,2 21 9 14 26,否,,0%
3809,25110,倒数5期两球组合,50,第1名,4,25111,2 21 9 14 26,否,,0%
3810,25110,倒数5期两球组合,50,最后1名,31,25111,2 21 9 14 26,否,,0%
3811,25110,最新一期两球组合,30,第1名,32,25111,2 21 9 14 26,否,,0%
3812,25110,最新一期两球组合,30,最后1名,21,25111,2 21 9 14 26,是,21,100.0%
3813,25110,倒数2期两球组合,30,第1名,1,25111,2 21 9 14 26,否,,0%
3814,25110,倒数2期两球组合,30,最后1名,2,25111,2 21 9 14 26,是,2,100.0%
3815,25110,倒数3期两球组合,30,第1名,19,25111,2 21 9 14 26,否,,0%
3816,25110,倒数3期两球组合,30,最后1名,23,25111,2 21 9 14 26,否,,0%
3817,25110,倒数4期两球组合,30,第1名,1,25111,2 21 9 14 26,否,,0%
3818,25110,倒数4期两球组合,30,最后1名,22 27 23 17,25111,2 21 9 14 26,否,,0%
3819,25110,倒数5期两球组合,30,第1名,30,25111,2 21 9 14 26,否,,0%
3820,25110,倒数5期两球组合,30,最后1名,31,25111,2 21 9 14 26,否,,0%
3821,25110,最新一期两球组合,20,第1名,5,25111,2 21 9 14 26,否,,0%
3822,25110,最新一期两球组合,20,最后1名,29 9 19,25111,2 21 9 14 26,是,9,33.3%
3823,25110,倒数2期两球组合,20,第1名,18,25111,2 21 9 14 26,否,,0%
3824,25110,倒数2期两球组合,20,最后1名,5 19 23 28 17 16,25111,2 21 9 14 26,否,,0%
3825,25110,倒数3期两球组合,20,第1名,1,25111,2 21 9 14 26,否,,0%
3826,25110,倒数3期两球组合,20,最后1名,13 23,25111,2 21 9 14 26,否,,0%
3827,25110,倒数4期两球组合,20,第1名,35,25111,2 21 9 14 26,否,,0%
3828,25110,倒数4期两球组合,20,最后1名,20 13,25111,2 21 9 14 26,否,,0%
3829,25110,倒数5期两球组合,20,第1名,24,25111,2 21 9 14 26,否,,0%
3830,25110,倒数5期两球组合,20,最后1名,31 18 11,25111,2 21 9 14 26,否,,0%
3831,25110,最新一期两球组合,10,第1名,5,25111,2 21 9 14 26,否,,0%
3832,25110,最新一期两球组合,10,最后1名,12 10 9,25111,2 21 9 14 26,是,9,33.3%
3833,25110,倒数2期两球组合,10,第1名,1,25111,2 21 9 14 26,否,,0%
3834,25110,倒数2期两球组合,10,最后1名,27,25111,2 21 9 14 26,否,,0%
3835,25110,倒数3期两球组合,10,第1名,15,25111,2 21 9 14 26,否,,0%
3836,25110,倒数3期两球组合,10,最后1名,13 18 27 11 23 6 21,25111,2 21 9 14 26,是,21,14.3%
3837,25110,倒数4期两球组合,10,第1名,1,25111,2 21 9 14 26,否,,0%
3838,25110,倒数4期两球组合,10,最后1名,33,25111,2 21 9 14 26,否,,0%
3839,25110,倒数5期两球组合,10,第1名,30,25111,2 21 9 14 26,否,,0%
3840,25110,倒数5期两球组合,10,最后1名,31 11,25111,2 21 9 14 26,否,,0%
3841,25109,最新一期两球组合,50,第1名,1,25110,22 30 1 31 15,是,1,100.0%
3842,25109,最新一期两球组合,50,最后1名,17,25110,22 30 1 31 15,否,,0%
3843,25109,倒数2期两球组合,50,第1名,4,25110,22 30 1 31 15,否,,0%
3844,25109,倒数2期两球组合,50,最后1名,20 12,25110,22 30 1 31 15,否,,0%
3845,25109,倒数3期两球组合,50,第1名,8,25110,22 30 1 31 15,否,,0%
3846,25109,倒数3期两球组合,50,最后1名,6,25110,22 30 1 31 15,否,,0%
3847,25109,倒数4期两球组合,50,第1名,3,25110,22 30 1 31 15,否,,0%
3848,25109,倒数4期两球组合,50,最后1名,29 27,25110,22 30 1 31 15,否,,0%
3849,25109,倒数5期两球组合,50,第1名,28,25110,22 30 1 31 15,否,,0%
3850,25109,倒数5期两球组合,50,最后1名,19,25110,22 30 1 31 15,否,,0%
3851,25109,最新一期两球组合,30,第1名,25,25110,22 30 1 31 15,否,,0%
3852,25109,最新一期两球组合,30,最后1名,2 20,25110,22 30 1 31 15,否,,0%
3853,25109,倒数2期两球组合,30,第1名,4,25110,22 30 1 31 15,否,,0%
3854,25109,倒数2期两球组合,30,最后1名,23,25110,22 30 1 31 15,否,,0%
3855,25109,倒数3期两球组合,30,第1名,10,25110,22 30 1 31 15,否,,0%
3856,25109,倒数3期两球组合,30,最后1名,2,25110,22 30 1 31 15,否,,0%
3857,25109,倒数4期两球组合,30,第1名,8,25110,22 30 1 31 15,否,,0%
3858,25109,倒数4期两球组合,30,最后1名,29 2,25110,22 30 1 31 15,否,,0%
3859,25109,倒数5期两球组合,30,第1名,10,25110,22 30 1 31 15,否,,0%
3860,25109,倒数5期两球组合,30,最后1名,19,25110,22 30 1 31 15,否,,0%
3861,25109,最新一期两球组合,20,第1名,23,25110,22 30 1 31 15,否,,0%
3862,25109,最新一期两球组合,20,最后1名,2,25110,22 30 1 31 15,否,,0%
3863,25109,倒数2期两球组合,20,第1名,7,25110,22 30 1 31 15,否,,0%
3864,25109,倒数2期两球组合,20,最后1名,30 20 34 17 12,25110,22 30 1 31 15,是,30,20.0%
3865,25109,倒数3期两球组合,20,第1名,8,25110,22 30 1 31 15,否,,0%
3866,25109,倒数3期两球组合,20,最后1名,27 2 3 11 18,25110,22 30 1 31 15,否,,0%
3867,25109,倒数4期两球组合,20,第1名,5,25110,22 30 1 31 15,否,,0%
3868,25109,倒数4期两球组合,20,最后1名,29 1 24,25110,22 30 1 31 15,是,1,33.3%
3869,25109,倒数5期两球组合,20,第1名,26,25110,22 30 1 31 15,否,,0%
3870,25109,倒数5期两球组合,20,最后1名,7 13,25110,22 30 1 31 15,否,,0%
3871,25109,最新一期两球组合,10,第1名,29,25110,22 30 1 31 15,否,,0%
3872,25109,最新一期两球组合,10,最后1名,9 26 35,25110,22 30 1 31 15,否,,0%
3873,25109,倒数2期两球组合,10,第1名,10,25110,22 30 1 31 15,否,,0%
3874,25109,倒数2期两球组合,10,最后1名,17 18 12,25110,22 30 1 31 15,否,,0%
3875,25109,倒数3期两球组合,10,第1名,10,25110,22 30 1 31 15,否,,0%
3876,25109,倒数3期两球组合,10,最后1名,25 29 23 6,25110,22 30 1 31 15,否,,0%
3877,25109,倒数4期两球组合,10,第1名,30,25110,22 30 1 31 15,是,30,100.0%
3878,25109,倒数4期两球组合,10,最后1名,7,25110,22 30 1 31 15,否,,0%
3879,25109,倒数5期两球组合,10,第1名,26,25110,22 30 1 31 15,否,,0%
3880,25109,倒数5期两球组合,10,最后1名,19 7 33 17,25110,22 30 1 31 15,否,,0%
3881,25108,最新一期两球组合,50,第1名,24,25109,26 8 4 13 10,否,,0%
3882,25108,最新一期两球组合,50,最后1名,25 35,25109,26 8 4 13 10,否,,0%
3883,25108,倒数2期两球组合,50,第1名,14,25109,26 8 4 13 10,否,,0%
3884,25108,倒数2期两球组合,50,最后1名,29 8,25109,26 8 4 13 10,是,8,50.0%
3885,25108,倒数3期两球组合,50,第1名,18,25109,26 8 4 13 10,否,,0%
3886,25108,倒数3期两球组合,50,最后1名,35,25109,26 8 4 13 10,否,,0%
3887,25108,倒数4期两球组合,50,第1名,27,25109,26 8 4 13 10,否,,0%
3888,25108,倒数4期两球组合,50,最后1名,29,25109,26 8 4 13 10,否,,0%
3889,25108,倒数5期两球组合,50,第1名,18,25109,26 8 4 13 10,否,,0%
3890,25108,倒数5期两球组合,50,最后1名,4,25109,26 8 4 13 10,是,4,100.0%
3891,25108,最新一期两球组合,30,第1名,10,25109,26 8 4 13 10,是,10,100.0%
3892,25108,最新一期两球组合,30,最后1名,30 25 23,25109,26 8 4 13 10,否,,0%
3893,25108,倒数2期两球组合,30,第1名,5,25109,26 8 4 13 10,否,,0%
3894,25108,倒数2期两球组合,30,最后1名,7 29 1 2 4,25109,26 8 4 13 10,是,4,20.0%
3895,25108,倒数3期两球组合,30,第1名,18,25109,26 8 4 13 10,否,,0%
3896,25108,倒数3期两球组合,30,最后1名,6,25109,26 8 4 13 10,否,,0%
3897,25108,倒数4期两球组合,30,第1名,27,25109,26 8 4 13 10,否,,0%
3898,25108,倒数4期两球组合,30,最后1名,29 30,25109,26 8 4 13 10,否,,0%
3899,25108,倒数5期两球组合,30,第1名,19,25109,26 8 4 13 10,否,,0%
3900,25108,倒数5期两球组合,30,最后1名,28,25109,26 8 4 13 10,否,,0%
3901,25108,最新一期两球组合,20,第1名,8,25109,26 8 4 13 10,是,8,100.0%
3902,25108,最新一期两球组合,20,最后1名,7,25109,26 8 4 13 10,否,,0%
3903,25108,倒数2期两球组合,20,第1名,21,25109,26 8 4 13 10,否,,0%
3904,25108,倒数2期两球组合,20,最后1名,7 29 19 10,25109,26 8 4 13 10,是,10,25.0%
3905,25108,倒数3期两球组合,20,第1名,29,25109,26 8 4 13 10,否,,0%
3906,25108,倒数3期两球组合,20,最后1名,30 15 2,25109,26 8 4 13 10,否,,0%
3907,25108,倒数4期两球组合,20,第1名,12,25109,26 8 4 13 10,否,,0%
3908,25108,倒数4期两球组合,20,最后1名,21,25109,26 8 4 13 10,否,,0%
3909,25108,倒数5期两球组合,20,第1名,29,25109,26 8 4 13 10,否,,0%
3910,25108,倒数5期两球组合,20,最后1名,12,25109,26 8 4 13 10,否,,0%
3911,25108,最新一期两球组合,10,第1名,24,25109,26 8 4 13 10,否,,0%
3912,25108,最新一期两球组合,10,最后1名,7,25109,26 8 4 13 10,否,,0%
3913,25108,倒数2期两球组合,10,第1名,18,25109,26 8 4 13 10,否,,0%
3914,25108,倒数2期两球组合,10,最后1名,33 12 23 28,25109,26 8 4 13 10,否,,0%
3915,25108,倒数3期两球组合,10,第1名,21,25109,26 8 4 13 10,否,,0%
3916,25108,倒数3期两球组合,10,最后1名,30 8 34,25109,26 8 4 13 10,是,8,33.3%
3917,25108,倒数4期两球组合,10,第1名,15,25109,26 8 4 13 10,否,,0%
3918,25108,倒数4期两球组合,10,最后1名,30,25109,26 8 4 13 10,否,,0%
3919,25108,倒数5期两球组合,10,第1名,29,25109,26 8 4 13 10,否,,0%
3920,25108,倒数5期两球组合,10,最后1名,35 33 12,25109,26 8 4 13 10,否,,0%
3921,25107,最新一期两球组合,50,第1名,13,25108,21 29 24 18 14,否,,0%
3922,25107,最新一期两球组合,50,最后1名,21 18,25108,21 29 24 18 14,是,21 18,100.0%
3923,25107,倒数2期两球组合,50,第1名,6,25108,21 29 24 18 14,否,,0%
3924,25107,倒数2期两球组合,50,最后1名,30 16,25108,21 29 24 18 14,否,,0%
3925,25107,倒数3期两球组合,50,第1名,8,25108,21 29 24 18 14,否,,0%
3926,25107,倒数3期两球组合,50,最后1名,30,25108,21 29 24 18 14,否,,0%
3927,25107,倒数4期两球组合,50,第1名,34,25108,21 29 24 18 14,否,,0%
3928,25107,倒数4期两球组合,50,最后1名,35,25108,21 29 24 18 14,否,,0%
3929,25107,倒数5期两球组合,50,第1名,33,25108,21 29 24 18 14,否,,0%
3930,25107,倒数5期两球组合,50,最后1名,12 28 2 17,25108,21 29 24 18 14,否,,0%
3931,25107,最新一期两球组合,30,第1名,28,25108,21 29 24 18 14,否,,0%
3932,25107,最新一期两球组合,30,最后1名,7,25108,21 29 24 18 14,否,,0%
3933,25107,倒数2期两球组合,30,第1名,7,25108,21 29 24 18 14,否,,0%
3934,25107,倒数2期两球组合,30,最后1名,30 19 16,25108,21 29 24 18 14,否,,0%
3935,25107,倒数3期两球组合,30,第1名,8,25108,21 29 24 18 14,否,,0%
3936,25107,倒数3期两球组合,30,最后1名,30,25108,21 29 24 18 14,否,,0%
3937,25107,倒数4期两球组合,30,第1名,21,25108,21 29 24 18 14,是,21,100.0%
3938,25107,倒数4期两球组合,30,最后1名,35 32,25108,21 29 24 18 14,否,,0%
3939,25107,倒数5期两球组合,30,第1名,8,25108,21 29 24 18 14,否,,0%
3940,25107,倒数5期两球组合,30,最后1名,12,25108,21 29 24 18 14,否,,0%
3941,25107,最新一期两球组合,20,第1名,28,25108,21 29 24 18 14,否,,0%
3942,25107,最新一期两球组合,20,最后1名,7 15,25108,21 29 24 18 14,否,,0%
3943,25107,倒数2期两球组合,20,第1名,33,25108,21 29 24 18 14,否,,0%
3944,25107,倒数2期两球组合,20,最后1名,30,25108,21 29 24 18 14,否,,0%
3945,25107,倒数3期两球组合,20,第1名,8,25108,21 29 24 18 14,否,,0%
3946,25107,倒数3期两球组合,20,最后1名,30 33 19,25108,21 29 24 18 14,否,,0%
3947,25107,倒数4期两球组合,20,第1名,21,25108,21 29 24 18 14,是,21,100.0%
3948,25107,倒数4期两球组合,20,最后1名,29 28,25108,21 29 24 18 14,是,29,50.0%
3949,25107,倒数5期两球组合,20,第1名,7,25108,21 29 24 18 14,否,,0%
3950,25107,倒数5期两球组合,20,最后1名,20 12 34 28 26,25108,21 29 24 18 14,否,,0%
3951,25107,最新一期两球组合,10,第1名,24,25108,21 29 24 18 14,是,24,100.0%
3952,25107,最新一期两球组合,10,最后1名,7 9 18 4,25108,21 29 24 18 14,是,18,25.0%
3953,25107,倒数2期两球组合,10,第1名,15,25108,21 29 24 18 14,否,,0%
3954,25107,倒数2期两球组合,10,最后1名,16,25108,21 29 24 18 14,否,,0%
